DiaChi,NgayCap,TenHinhThuc
Gò Vấp,2017-05-10 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 7,2017-05-09 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-06-22 00:00:00,PKCK Mắt
Quận 11,2017-05-24 00:00:00,PKCK Mắt
Quận 7,2017-04-13 00:00:00,PKCK Răng Hàm Mặt
Quận 12,2017-04-13 00:00:00,PKCK Sản phụ khoa
Quận 7,2017-05-08 00:00:00,PKCK Ngoại
Củ Chi,2017-04-14 00:00:00,PK Nội tổng hợp
Củ Chi,2017-04-14 00:00:00,PK Nội tổng hợp
Củ Chi,2017-06-13 00:00:00,PKCK Ngoại
Củ Chi,2017-04-14 00:00:00,Phòng chẩn trị y học cổ truyền
Tân Phú,2017-08-16 00:00:00,Phòng chẩn trị y học cổ truyền
Củ Chi,2017-08-24 00:00:00,PKCK Ngoại thần kinh
Bình Chánh,2017-09-21 00:00:00,PKCK Nhi
Phú Nhuận,2017-04-14 00:00:00,Phòng chẩn trị y học cổ truyền
TP. Thủ Đức,2017-06-30 00:00:00,PKCK Mắt
TP. Thủ Đức,2017-06-30 00:00:00,Phòng chẩn trị y học cổ truyền
TP. Thủ Đức,2017-08-14 00:00:00,PKCK Nội Tim mạch
Quận 10,2017-07-26 00:00:00,PK Nội tổng hợp
TP. Thủ Đức,2017-08-18 00:00:00,Phòng chẩn trị y học cổ truyền
TP. Thủ Đức,2017-07-06 00:00:00,PK Nội tổng hợp
Bình Thạnh,2017-09-21 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 5,2017-05-15 00:00:00,PKCK Ngoại
Tân Phú,2017-08-16 00:00:00,PKCK Nhi
Tân Phú,2017-08-14 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 5,2017-05-08 00:00:00,PKCK Tai Mũi Họng
Bình Thạnh,2017-07-24 00:00:00,PKCK Sản phụ khoa
Quận 5,2017-04-21 00:00:00,Phòng chẩn trị y học cổ truyền
Tân Phú,2017-08-14 00:00:00,Phòng chẩn trị y học cổ truyền
TP. Thủ Đức,2017-06-21 00:00:00,PKCK Da liễu
Quận 5,2017-04-26 00:00:00,PKCK Mắt
Quận 8,2017-08-11 00:00:00,PK Nội tổng hợp
Quận 5,2017-05-08 00:00:00,Phòng chẩn trị y học cổ truyền
Gò Vấp,2017-09-29 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2017-07-26 00:00:00,PKCK Răng Hàm Mặt
Quận 8,2017-06-05 00:00:00,Phòng chẩn trị y học cổ truyền
Gò Vấp,2017-05-24 00:00:00,PKCK Răng Hàm Mặt
Quận 5,2017-05-09 00:00:00,Phòng chẩn trị y học cổ truyền
Gò Vấp,2017-07-26 00:00:00,PKCK Răng Hàm Mặt
Tân Phú,2017-07-26 00:00:00,PKCK Răng Hàm Mặt
Gò Vấp,2017-09-26 00:00:00,PKCK Răng Hàm Mặt
Phú Nhuận,2017-04-25 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2017-09-05 00:00:00,PK Chẩn đoán hình ảnh
Tân Phú,2017-08-24 00:00:00,PK Nội tổng hợp
Củ Chi,2017-04-14 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 12,2017-04-25 00:00:00,Phòng chẩn trị y học cổ truyền
Bình Tân,2017-05-08 00:00:00,PKCK Nhi
Bình Tân,2017-05-15 00:00:00,PK Nội tổng hợp
Quận 5,2017-07-24 00:00:00,Phòng chẩn trị y học cổ truyền
Bình Tân,2017-05-10 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 5,2017-05-24 00:00:00,Phòng xét nghiệm
Bình Tân,2017-04-25 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 5,2017-08-31 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2017-07-06 00:00:00,PK Nội tổng hợp
Quận 5,2017-05-10 00:00:00,PKCK Mắt
Bình Tân,2017-06-02 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 5,2017-08-11 00:00:00,PKCK Phẫu thuật thẩm mỹ
Tân Phú,2017-06-27 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2017-05-09 00:00:00,PKCK Da liễu
Tân Phú,2017-07-13 00:00:00,PKCK Ngoại lồng ngực
Tân Phú,2017-06-13 00:00:00,PKCK Ngoại
Tân Phú,2017-04-25 00:00:00,Phòng xét nghiệm
Tân Phú,2017-05-15 00:00:00,Phòng chẩn trị y học cổ truyền
Tân Phú,2017-08-14 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-09-18 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 10,2017-04-25 00:00:00,PK Nội tổng hợp
Quận 10,2017-05-09 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 4,2017-04-26 00:00:00,PK Chẩn đoán hình ảnh
Phú Nhuận,2017-06-05 00:00:00,PK Nội tổng hợp
Quận 1,2017-09-21 00:00:00,PKCK Tâm thần
Phú Nhuận,2017-06-21 00:00:00,PKCK Da liễu
Quận 10,2017-06-30 00:00:00,PKCK Sản phụ khoa
Phú Nhuận,2017-04-25 00:00:00,Phòng chẩn trị y học cổ truyền khác
Quận 10,2017-05-09 00:00:00,PKCK Da liễu
Quận 3,2017-07-06 00:00:00,Phòng xét nghiệm
Gò Vấp,2017-05-15 00:00:00,PKCK Nhi
Quận 10,2017-05-09 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2017-08-24 00:00:00,PK Nội tổng hợp
Quận 10,2017-08-29 00:00:00,PKCK Nội thần kinh
Gò Vấp,2017-05-10 00:00:00,Phòng chẩn trị y học cổ truyền
Tân Phú,2017-06-27 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 5,2017-09-18 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2017-08-24 00:00:00,PK Nội tổng hợp
Quận 10,2017-08-24 00:00:00,PKCK Răng Hàm Mặt
Tân Phú,2017-06-22 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2017-05-09 00:00:00,Phòng xét nghiệm
Gò Vấp,2017-07-13 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-05-11 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-05-15 00:00:00,PK Nội tổng hợp
Quận 12,2017-04-13 00:00:00,Phòng chẩn trị y học cổ truyền
TP. Thủ Đức,2017-04-14 00:00:00,PKCK Răng Hàm Mặt
Quận 10,2017-05-09 00:00:00,Phòng xét nghiệm
Quận 12,2017-06-21 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-09-21 00:00:00,PKCK Da liễu
Quận 10,2017-08-14 00:00:00,Phòng chẩn trị y học cổ truyền
Tân Phú,2017-04-25 00:00:00,Phòng chẩn trị y học cổ truyền
TP. Thủ Đức,2017-04-14 00:00:00,PKCK Tai Mũi Họng
Quận 12,2017-07-20 00:00:00,PKCK Sản phụ khoa
Quận 10,2017-08-31 00:00:00,PKCK Da liễu
Tân Phú,2017-04-25 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 3,2017-08-04 00:00:00,PKCK Phẫu thuật thẩm mỹ
Bình Tân,2017-08-11 00:00:00,PKCK Sản phụ khoa
Tân Phú,2017-06-02 00:00:00,PKCK Ngoại
TP. Thủ Đức,2017-06-13 00:00:00,PK Nội tổng hợp
Tân Phú,2017-04-24 00:00:00,PKCK Ngoại
Quận 5,2017-04-26 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2017-08-31 00:00:00,Cơ sở dịch vụ chăm sóc sức khỏe tại nhà
Quận 12,2017-07-20 00:00:00,PKCK Sản phụ khoa
Quận 12,2017-09-18 00:00:00,PK Nội tổng hợp
TP. Thủ Đức,2017-04-14 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 4,2017-07-05 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 12,2017-07-20 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2017-08-31 00:00:00,PK Nội tổng hợp
Phú Nhuận,2017-04-25 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 10,2017-08-17 00:00:00,PK Nội tổng hợp
Quận 12,2017-04-13 00:00:00,PKCK Nhi
Quận 12,2017-08-24 00:00:00,PKCK Ung bướu
Quận 12,2017-04-26 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 12,2017-05-09 00:00:00,PKCK Răng Hàm Mặt
Quận 12,2017-04-25 00:00:00,PKCK Nhi
Quận 12,2017-05-15 00:00:00,PK Nội tổng hợp
Quận 12,2017-04-26 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 12,2017-04-25 00:00:00,PKCK Nhi
Bình Tân,2017-04-26 00:00:00,PK Nội tổng hợp
Quận 8,2017-06-13 00:00:00,PKCK Ngoại
Phú Nhuận,2017-05-09 00:00:00,Phòng chẩn trị y học cổ truyền
Bình Tân,2017-06-22 00:00:00,PK Nội tổng hợp
Quận 11,2017-04-14 00:00:00,Phòng xét nghiệm
Quận 11,2017-06-02 00:00:00,Phòng chẩn trị y học cổ truyền
Phú Nhuận,2017-06-13 00:00:00,PKCK Phẫu thuật thẩm mỹ
Phú Nhuận,2017-04-13 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2017-08-14 00:00:00,PKCK Nội tiết
TP. Thủ Đức,2017-06-30 00:00:00,PKCK Nhi
TP. Thủ Đức,2017-07-26 00:00:00,PKCK Răng Hàm Mặt
Gò Vấp,2017-05-08 00:00:00,PKCK Răng Hàm Mặt
Quận 4,2017-06-21 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2017-04-13 00:00:00,PKCK Da liễu
Quận 10,2017-09-21 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 10,2017-09-13 00:00:00,PKCK Nhi
Quận 10,2017-09-29 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-09-21 00:00:00,PKCK Da liễu
Quận 10,2017-07-05 00:00:00,PK Nội tổng hợp
TP. Thủ Đức,2017-05-08 00:00:00,PKCK Ngoại
Củ Chi,2017-06-13 00:00:00,PK Nội tổng hợp
Củ Chi,2017-07-13 00:00:00,PKCK Răng Hàm Mặt
Củ Chi,2017-04-26 00:00:00,Cơ sở dịch vụ làm răng giả
Củ Chi,2017-06-02 00:00:00,PKCK Ngoại
Củ Chi,2017-06-13 00:00:00,Phòng chẩn trị y học cổ truyền
Củ Chi,2017-04-14 00:00:00,PK Nội tổng hợp
TP. Thủ Đức,2017-04-25 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-04-25 00:00:00,PK đa khoa
Quận 5,2017-08-17 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 1,2017-08-18 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2017-05-08 00:00:00,PKCK Sản phụ khoa
Bình Tân,2017-07-24 00:00:00,PK Nội tổng hợp
Bình Tân,2017-07-24 00:00:00,PKCK Da liễu
Bình Tân,2017-06-05 00:00:00,PK Nội tổng hợp
Quận 11,2017-04-14 00:00:00,PK Nội tổng hợp
Bình Chánh,2017-09-18 00:00:00,PKCK Tai Mũi Họng
TP. Thủ Đức,2017-07-26 00:00:00,PKCK Răng Hàm Mặt
Quận 5,2017-04-21 00:00:00,Phòng xét nghiệm
Quận 10,2017-09-13 00:00:00,PKCK Răng Hàm Mặt
Tân Phú,2017-08-24 00:00:00,PKCK Răng Hàm Mặt
Quận 10,2017-06-27 00:00:00,PKCK Da liễu
Gò Vấp,2017-06-22 00:00:00,PK Nội tổng hợp
Quận 11,2017-06-21 00:00:00,PK Nội tổng hợp
Quận 5,2017-04-21 00:00:00,PKCK Ngoại thần kinh
Quận 11,2017-04-14 00:00:00,PKCK Ngoại niệu
Quận 10,2017-08-17 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 5,2017-06-02 00:00:00,PKCK Ung bướu
Quận 5,2017-05-10 00:00:00,PK Nội tổng hợp
Quận 10,2017-09-13 00:00:00,PKCK Ngoại lồng ngực
Quận 11,2017-08-17 00:00:00,PKCK Nội Tim mạch
Quận 5,2017-05-24 00:00:00,PKCK Phục hồi chức năng
Quận 5,2017-07-20 00:00:00,PK Nội tổng hợp
Quận 1,2017-09-26 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 4,2017-08-16 00:00:00,PK Nội tổng hợp
Quận 12,2017-09-05 00:00:00,PKCK Răng Hàm Mặt
Quận 12,2017-05-09 00:00:00,PK Nội tổng hợp
Quận 12,2017-06-21 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2017-07-13 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 5,2017-06-13 00:00:00,PKCK Răng Hàm Mặt
Quận 5,2017-09-13 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 1,2017-09-29 00:00:00,PKCK Sản phụ khoa
Quận 1,2017-06-05 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 1,2017-04-13 00:00:00,PKCK Da liễu
Gò Vấp,2017-05-10 00:00:00,PKCK Nội thần kinh
TP. Thủ Đức,2017-06-02 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 10,2017-08-31 00:00:00,"Phòng khám, điều trị HIV/AIDS"
Quận 10,2017-04-25 00:00:00,PKCK Răng Hàm Mặt
Tân Phú,2017-04-25 00:00:00,PK Nội tổng hợp
Quận 10,2017-04-13 00:00:00,PKCK Phẫu thuật thẩm mỹ
Tân Phú,2017-06-13 00:00:00,PKCK Nhi
Quận 5,2017-09-26 00:00:00,PKCK Phục hồi chức năng
Quận 8,2017-07-06 00:00:00,PKCK Răng Hàm Mặt
Hóc Môn,2017-06-27 00:00:00,PKCK Nội tiêu hóa
Quận 8,2017-04-25 00:00:00,Phòng chẩn trị y học cổ truyền
Hóc Môn,2017-08-31 00:00:00,PK Nội tổng hợp
Quận 8,2017-05-15 00:00:00,PKCK Răng Hàm Mặt
Quận 8,2017-04-13 00:00:00,PK Nội tổng hợp
TP. Thủ Đức,2017-05-09 00:00:00,PKCK Răng Hàm Mặt
Quận 6,2017-06-22 00:00:00,PK Nội tổng hợp
Quận 6,2017-06-22 00:00:00,PK Nội tổng hợp
Phú Nhuận,2017-07-31 00:00:00,PKCK Nhi
TP. Thủ Đức,2017-07-13 00:00:00,PKCK Răng Hàm Mặt
Bình Thạnh,2017-04-14 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 7,2017-08-17 00:00:00,PKCK Răng Hàm Mặt
Quận 10,2017-08-16 00:00:00,PK Nội tổng hợp
Quận 10,2017-05-15 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2017-09-18 00:00:00,PKCK Phục hồi chức năng
Bình Tân,2017-06-02 00:00:00,PKCK Tai Mũi Họng
Bình Tân,2017-06-05 00:00:00,PKCK Tai Mũi Họng
Quận 11,2017-04-26 00:00:00,PKCK Phẫu thuật thẩm mỹ
Phú Nhuận,2017-07-13 00:00:00,PK Nội tổng hợp
Quận 5,2017-07-31 00:00:00,PK Chẩn đoán hình ảnh
TP. Thủ Đức,2017-05-09 00:00:00,PK bác sĩ gia đình tư nhân độc lập
TP. Thủ Đức,2017-07-31 00:00:00,PK Nội tổng hợp
Quận 7,2017-05-09 00:00:00,PK đa khoa
Gò Vấp,2017-09-18 00:00:00,PKCK Ngoại
Gò Vấp,2017-07-20 00:00:00,PKCK Răng Hàm Mặt
Gò Vấp,2017-07-26 00:00:00,PKCK Sản phụ khoa
Bình Thạnh,2017-05-09 00:00:00,PK Nội tổng hợp
Bình Thạnh,2017-08-17 00:00:00,PKCK Răng Hàm Mặt
Gò Vấp,2017-09-18 00:00:00,PKCK Ngoại
Gò Vấp,2017-09-29 00:00:00,Phòng chẩn trị y học cổ truyền
Gò Vấp,2017-07-06 00:00:00,PKCK Ngoại
Tân Bình,2017-05-24 00:00:00,PK Nội tổng hợp
Tân Bình,2017-07-13 00:00:00,PKCK Ngoại
Tân Bình,2017-05-08 00:00:00,PKCK Răng Hàm Mặt
Tân Bình,2017-08-16 00:00:00,PKCK Răng Hàm Mặt
Tân Bình,2017-09-18 00:00:00,Phòng chẩn trị y học cổ truyền
TP. Thủ Đức,2017-08-24 00:00:00,PKCK Phục hồi chức năng
TP. Thủ Đức,2017-04-25 00:00:00,PK Nội tổng hợp
Quận 7,2017-04-26 00:00:00,Cơ sở dịch vụ chăm sóc sức khỏe tại nhà
Bình Tân,2017-04-26 00:00:00,PKCK Răng Hàm Mặt
Quận 6,2017-07-24 00:00:00,PKCK thuộc hệ ngoại
Tân Bình,2017-04-14 00:00:00,PKCK Tai Mũi Họng
Quận 6,2017-04-26 00:00:00,PK Nội tổng hợp
Tân Bình,2017-04-14 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 7,2017-08-14 00:00:00,PK Chẩn đoán hình ảnh
Tân Bình,2017-04-14 00:00:00,PKCK Ngoại thần kinh
Hóc Môn,2017-05-08 00:00:00,PK Nội tổng hợp
TP. Thủ Đức,2017-05-15 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2017-08-17 00:00:00,PKCK Tai Mũi Họng
Tân Bình,2017-04-14 00:00:00,Phòng xét nghiệm
Quận 5,2017-04-21 00:00:00,PK đa khoa
Quận 5,2017-08-04 00:00:00,PK đa khoa
Quận 4,2017-08-17 00:00:00,PK đa khoa
Bình Chánh,2017-08-17 00:00:00,PK đa khoa
Quận 11,2017-06-30 00:00:00,PK đa khoa
Quận 5,2017-05-05 00:00:00,PK đa khoa
Quận 6,2017-07-31 00:00:00,Phòng chẩn trị y học cổ truyền
Gò Vấp,2017-07-31 00:00:00,PKCK Nhi
Bình Chánh,2017-07-31 00:00:00,PKCK Da liễu
Bình Thạnh,2017-07-31 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 3,2017-08-29 00:00:00,PK đa khoa
Quận 1,2017-04-14 00:00:00,PK đa khoa
Quận 4,2017-11-08 00:00:00,PK đa khoa
Quận 11,2017-02-20 00:00:00,PK đa khoa
Quận 10,2017-06-21 00:00:00,PK đa khoa
Quận 4,2017-01-03 00:00:00,Cơ sở dịch vụ chăm sóc sức khỏe tại nhà
Tân Bình,2018-01-12 00:00:00,PK đa khoa
Bình Thạnh,2018-02-27 00:00:00,PK đa khoa
Quận 3,2018-01-30 00:00:00,PK đa khoa
Tân Bình,2017-10-30 00:00:00,PK đa khoa
TP. Thủ Đức,2017-06-01 00:00:00,PK đa khoa
TP. Thủ Đức,2016-11-03 00:00:00,PK đa khoa
Bình Tân,2018-04-09 00:00:00,PK đa khoa
TP. Thủ Đức,2018-04-23 00:00:00,PK đa khoa
Quận 10,2018-03-30 00:00:00,PK đa khoa
Quận 5,2018-02-22 00:00:00,PK Nội tổng hợp
Quận 11,2018-04-19 00:00:00,PK đa khoa
Bình Tân,2017-12-18 00:00:00,PK đa khoa
Tân Bình,2018-04-26 00:00:00,PK đa khoa
Quận 3,2017-12-20 00:00:00,PK đa khoa
Quận 7,2018-04-13 00:00:00,PK đa khoa
Quận 7,2018-08-08 00:00:00,PK đa khoa
Bình Tân,2018-08-31 00:00:00,Bệnh viện đa khoa
Quận 1,2018-02-06 00:00:00,Bệnh viện chuyên khoa
Quận 5,2018-09-19 00:00:00,PK đa khoa
Quận 10,2018-01-26 00:00:00,PK đa khoa
Quận 10,2017-11-03 00:00:00,PKCK Phẫu thuật thẩm mỹ
Gò Vấp,2016-12-27 00:00:00,PKCK Răng Hàm Mặt
Quận 10,2018-08-01 00:00:00,PKCK Phẫu thuật thẩm mỹ
TP. Thủ Đức,2018-08-10 00:00:00,Bệnh viện đa khoa
Quận 3,2018-07-20 00:00:00,PKCK Phẫu thuật thẩm mỹ
Tân Bình,2018-10-12 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-07-05 00:00:00,PKCK Phục hồi chức năng
Quận 3,2018-10-16 00:00:00,Bệnh viện chuyên khoa
Bình Chánh,2018-08-10 00:00:00,Bệnh viện đa khoa
Quận 5,2018-11-06 00:00:00,Bệnh viện chuyên khoa
Quận 10,2018-05-28 00:00:00,Phòng xét nghiệm
TP. Thủ Đức,2018-01-25 00:00:00,"Phòng khám, điều trị HIV/AIDS"
Quận 5,2018-01-17 00:00:00,"Phòng khám, điều trị HIV/AIDS"
Quận 6,2017-11-07 00:00:00,PK đa khoa
Bình Tân,2018-06-05 00:00:00,"Phòng khám, điều trị HIV/AIDS"
Cần Giờ,2018-01-23 00:00:00,"Phòng khám, điều trị HIV/AIDS"
Quận 1,2018-02-22 00:00:00,PK đa khoa
Quận 11,2018-05-03 00:00:00,PKCK Phẫu thuật thẩm mỹ
TP. Thủ Đức,2018-07-10 00:00:00,PK đa khoa
Quận 5,2018-11-08 00:00:00,Phòng xét nghiệm
Quận 4,2018-07-03 00:00:00,PK đa khoa
Bình Tân,2017-08-29 00:00:00,PK đa khoa
Củ Chi,2018-07-05 00:00:00,"Phòng khám, điều trị HIV/AIDS"
TP. Thủ Đức,2018-12-14 00:00:00,PKCK Phục hồi chức năng
Nhà Bè,2018-01-23 00:00:00,"Phòng khám, điều trị HIV/AIDS"
Quận 1,2017-04-26 00:00:00,PKCK Răng Hàm Mặt
Bình Tân,2018-08-22 00:00:00,PKCK Răng Hàm Mặt
Quận 6,2019-01-09 00:00:00,PKCK Răng Hàm Mặt
Quận 10,2017-12-29 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 12,2018-04-27 00:00:00,PK đa khoa
Gò Vấp,2017-07-25 00:00:00,PKCK Răng Hàm Mặt
Quận 3,2018-08-28 00:00:00,PK đa khoa
Quận 5,2019-01-04 00:00:00,PK Nội tổng hợp
Quận 11,2019-01-25 00:00:00,PK đa khoa
Quận 8,2018-02-22 00:00:00,PK đa khoa
Cần Giờ,2021-02-02 00:00:00,Phòng chẩn trị y học cổ truyền
Phú Nhuận,2017-10-17 00:00:00,PKCK Răng Hàm Mặt
Quận 5,2018-11-23 00:00:00,PKCK Răng Hàm Mặt
TP. Thủ Đức,2018-06-21 00:00:00,PKCK Răng Hàm Mặt
Bình Chánh,2018-03-01 00:00:00,PK đa khoa
Quận 10,2018-01-12 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 5,2019-03-08 00:00:00,Bệnh viện chuyên khoa
Quận 3,2018-01-25 00:00:00,PKCK Răng Hàm Mặt
Gò Vấp,2017-12-22 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 7,2019-03-20 00:00:00,PK đa khoa
Quận 10,2018-03-12 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 3,2019-03-05 00:00:00,PK Chẩn đoán hình ảnh
Quận 7,2018-11-19 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 7,2018-11-29 00:00:00,PKCK Phục hồi chức năng
Bình Chánh,2018-10-31 00:00:00,PK đa khoa
Tân Bình,2017-11-07 00:00:00,PKCK Răng Hàm Mặt
Quận 7,2018-09-04 00:00:00,PKCK Răng Hàm Mặt
Tân Bình,2019-01-07 00:00:00,PK đa khoa
TP. Thủ Đức,2019-03-28 00:00:00,PK đa khoa
Quận 1,2019-03-29 00:00:00,PKCK Mắt
Quận 10,2018-11-15 00:00:00,Bệnh viện chuyên khoa
Bình Chánh,2016-12-07 00:00:00,Phòng chẩn trị y học cổ truyền
Quận 1,2017-11-27 00:00:00,PKCK Ngoại
Quận 1,2017-10-04 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-09-28 00:00:00,PKCK Da liễu
Quận 1,2018-05-21 00:00:00,PKCK Da liễu
Quận 1,2018-07-05 00:00:00,PKCK Da liễu
Quận 1,2017-09-26 00:00:00,PK đa khoa
Quận 1,2017-12-05 00:00:00,PKCK Da liễu
Quận 1,2018-09-28 00:00:00,PKCK Da liễu
Quận 1,2019-01-17 00:00:00,PKCK Da liễu
Quận 1,2018-03-27 00:00:00,PKCK Da liễu
Quận 1,2018-06-21 00:00:00,PK Nội tổng hợp
Quận 1,2018-08-02 00:00:00,PKCK Da liễu
Quận 1,2018-08-20 00:00:00,PKCK Da liễu
Quận 1,2018-05-24 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2017-09-15 00:00:00,PK đa khoa
Quận 1,2018-01-17 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2017-12-12 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-03-16 00:00:00,PKCK Da liễu
Quận 1,2018-06-13 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-11-01 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-12-27 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2017-12-27 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-08-27 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2019-02-15 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2019-02-13 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-02-22 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-02-27 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2017-09-29 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-04-11 00:00:00,PKCK Da liễu
Quận 1,2018-02-13 00:00:00,PKCK Da liễu
Quận 1,2019-02-13 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-01-12 00:00:00,PKCK Da liễu
Quận 1,2018-01-12 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-03-09 00:00:00,PKCK Da liễu
Quận 1,2018-04-16 00:00:00,PKCK Da liễu
Quận 1,2018-01-17 00:00:00,PK Nội tổng hợp
Quận 1,2019-01-17 00:00:00,PKCK Da liễu
Quận 1,2018-09-07 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-11-07 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2017-12-18 00:00:00,PKCK Da liễu
Quận 1,2018-12-04 00:00:00,PK đa khoa
Quận 1,2017-11-03 00:00:00,PKCK Da liễu
Quận 1,2018-01-12 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-09-19 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-09-28 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-06-15 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2019-01-17 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2019-01-09 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2019-02-27 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2017-12-22 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2019-01-09 00:00:00,PK đa khoa
Quận 1,2018-03-21 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-08-08 00:00:00,PK đa khoa
Quận 1,2018-06-05 00:00:00,PK Nội tổng hợp
Quận 1,2018-02-06 00:00:00,PKCK Da liễu
Quận 1,2018-05-11 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-04-11 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2019-01-03 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2017-09-27 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-11-12 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-12-27 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-01-08 00:00:00,PKCK Da liễu
Quận 1,2018-07-25 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-02-22 00:00:00,PK đa khoa
Quận 1,2019-01-28 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2017-11-20 00:00:00,PKCK Da liễu
Quận 1,2019-01-31 00:00:00,PKCK Răng Hàm Mặt
Quận 1,2018-04-23 00:00:00,PKCK Da liễu
Quận 1,2018-12-27 00:00:00,PKCK Phẫu thuật thẩm mỹ
Quận 1,2018-10-12 00:00:00,PKCK Răng Hàm Mặt
