LOAIHINHHN,PHAMVIHN,DUONG,PHUONG,QUAN,CVXLCCHN,NGCAPCCHN,NOICAPCCHN,GPP_GDP_GSP,NGAYCAPGCN,NGAYHHGCN
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","68, Đoàn Văn Bơ",Phường 09,Quận 4,Ds Lê Thị Thu Hòa,2014-06-24,Sở Y tế TP.HCM,GPP,2023-07-28,28/07/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","180/2, Trường Chinh, Tổ 9, Khu phố 6",Phường Tân Hưng Thuận,Quận 12,Ds Lê Thị Minh Thảo,2015-07-21,Sở Y tế TP.HCM,GPP,2022-11-11,11/11/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","2780, Huỳnh Tấn Phát, Ấp 5",Xã Phú Xuân,Nhà Bè,Ds Bùi Thanh Nguyệt,2017-02-14,Sở Y tế TP.HCM,GPP,2022-10-31,31/10/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 578, đường Nguyễn Thị Rành, ấp Ngã Tư",Xã Nhuận Đức,Củ Chi,Ds. Trương Việt Cường,2017-11-03,Sở Y tế TP.HCM,GPP,2021-01-11,11/01/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","8/10, ấp 5",Xã Đông Thạnh,Hóc Môn,,2020-07-13,Sở Y tế Tỉnh Thanh Hóa,GPP,2023-10-31,31/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","40/4A, đường XTT2, ấp 1",Xã Xuân Thới Thượng,Hóc Môn,Ds. Thái Thanh Tú,2022-11-07,Sở Y tế TP.HCM,GPP,2023-08-04,04/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","7/1C, Nguyễn Thị Ngâu, ấp Trung Đông 1",Xã Thới Tam Thôn,Hóc Môn,,2020-07-28,Sở Y tế Tỉnh Bạc Liêu,GPP,2023-09-25,25/09/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","791, Tỉnh lộ 7, ấp Chợ",Xã Phước Thạnh,Củ Chi,Ds. Nguyễn Thị Kim Ngân,2020-12-16,Sở Y tế TP.HCM,GPP,2024-02-06,06/02/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","G5A Tầng 1, Tòa nhà CT2 c/c Hà Đô, Nguyễn Văn Công",Phường 03,Gò Vấp,Ds. Lê Thị Minh Thảo,2023-06-30,Sở Y tế TP.HCM,GPP,2024-05-14,14/05/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",81 Đường số 4,Phường An Lạc A,Bình Tân,Trương Việt Cường,2024-06-27,Sở Y tế TP.HCM,GPP,2024-08-27,28/08/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","128, Hồng Lạc",Phường 11,Tân Bình,Ds. Nguyễn Thị Kim Ngân,2023-03-27,Sở Y tế TP.HCM,GPP,2023-06-12,12/06/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","943, Trần Hưng Đạo",Phường 01,Quận 5,Ds Lê Thị Minh Thảo,2014-02-19,Sở Y tế TP.HCM,GPP,2024-03-05,05/03/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","số 64, Nguyễn Văn Của",Phường 13,Quận 8,Ds. Trương Việt Cường,2020-10-22,Sở Y tế TP.HCM,GPP,2022-11-03,03/11/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","270A, Bông Sao",Phường 05,Quận 8,Ds. Tô Văn Minh,2017-10-05,Sở Y tế TP.HCM,GPP,2023-03-08,08/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","6, Đường số 7",Phường Bình Trị Đông B,Bình Tân,,2022-12-09,Sở Y tế Tỉnh Tiền Giang,GPP,2023-10-31,31/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","2349, Trần Văn Giàu, ấp 1",Xã Lê Minh Xuân,Bình Chánh,Ds. Lê Thị Minh Thảo,2023-07-13,Sở Y tế TP.HCM,GPP,2023-11-03,03/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","364, Lê Hồng Phong",Phường 01,Quận 10,Ds. Tô Văn Minh,2017-12-05,Sở Y tế TP.HCM,GPP,2024-01-23,23/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","143, Đường Ba Vân",Phường 14,Tân Bình,,2015-04-13,Sở Y tế Tỉnh Thanh Hóa,GPP,2021-01-19,19/01/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","63/4F, đường số 7, Tổ 5, ấp Mỹ Hòa 3",Xã Tân Xuân,Hóc Môn,Ds. Bùi Hùng Cường,2023-10-24,Sở Y tế TP.HCM,GPP,2023-12-18,18/12/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",1052 Đường Huỳnh Tấn Phát,Phường Tân Phú,Quận 7,Nguyễn Thị Ngọc Diễm,2024-04-25,Sở Y tế TP.HCM,GPP,2024-07-02,03/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 1128, Huỳnh Tấn Phát",Phường Tân Phú,Quận 7,Ds. Lê Thị Minh Thảo,2020-08-05,Sở Y tế TP.HCM,GPP,2022-06-28,28/06/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","140, Tân Hòa Đông",Phường 14,Quận 6,Ds. Lê Thị Minh Thảo,2020-08-07,Sở Y tế TP.HCM,GPP,2022-03-07,07/03/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","B3/14A, Liên ấp 2-6, ấp 2",Xã Vĩnh Lộc A,Bình Chánh,,2015-08-14,Sở Y tế Tỉnh Tiền Giang,GPP,2021-10-27,27/10/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","62, Đường 154",Phường Tân Phú,TP. Thủ Đức,,2013-07-08,Sở Y tế Tỉnh Tây Ninh,GPP,2020-04-01,01/04/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","140, Cô Giang",Phường 02,Phú Nhuận,,2013-07-10,Sở Y tế TP.HCM,GPP,2024-01-15,15/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","20C, Dương Công Khi, Ấp 4",Xã Xuân Thới Sơn,Hóc Môn,,2014-09-03,Sở Y tế Tỉnh Hậu Giang,GPP,2022-11-16,16/11/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","54/91, Vũ Huy Tấn",Phường 03,Bình Thạnh,Ds. Nguyễn Thị Ngọc Diễm,2022-03-25,Sở Y tế TP.HCM,GPP,2022-05-11,11/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1214, Nguyễn Duy Trinh, khu phố Phước Lai",Phường Long Trường,TP. Thủ Đức,Ds. Trương Việt Cường,2021-05-07,Sở Y tế TP.HCM,GPP,2022-04-20,20/04/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","317, Đinh Bộ Lĩnh",Phường 26,Bình Thạnh,Ds Trần Thị Như Thủy,2013-08-28,Sở Y tế TP.HCM,GPP,2023-10-02,02/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","51, Dân Chủ, Khu phố 2",Phường Bình Thọ,TP. Thủ Đức,,2013-12-05,Sở Y tế TP.HCM,GPP,2019-06-05,05/06/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","51, đường số 8",Phường 11,Gò Vấp,Ds. Bùi Thanh Nguyệt,2022-01-20,Sở Y tế TP.HCM,GPP,2022-10-14,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","50/43Y, Đường Lê Thị Kim, Ấp 6",Xã Xuân Thới Sơn,Hóc Môn,Ds. Bùi Thanh Nguyệt,2022-03-25,Sở Y tế TP.HCM,GPP,2022-12-08,08/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","40/2C, Lê Thị Hà, Ấp Chánh 2",Xã Tân Xuân,Hóc Môn,Ds Nguyễn Thị Kim Ngân,2015-04-15,Sở Y tế TP.HCM,GPP,2023-12-08,08/12/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","203, Lê Thị Hà, ấp Đình",Xã Tân Xuân,Hóc Môn,Ds. Trần Minh Trí,2017-12-04,Sở Y tế TP.HCM,GPP,2023-09-19,19/09/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","71P, Ngô Tất Tố",Phường 21,Bình Thạnh,Ds. Trương Việt Cường,2023-02-23,Sở Y tế TP.HCM,GPP,2023-04-06,06/04/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","F2/2, Liên ấp 2-6, Ấp 6",Xã Vĩnh Lộc A,Bình Chánh,Ds. Nguyễn Huy Hùng,2022-07-11,Sở Y tế TP.HCM,GPP,2023-08-04,04/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1104A, Tỉnh lộ 43, khu phố 1",Phường Bình Chiểu,TP. Thủ Đức,Ds. Trương Việt Cường,2022-06-13,Sở Y tế TP.HCM,GPP,2022-12-21,21/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","266, Nguyễn Thượng Hiền",Phường 05,Phú Nhuận,,2022-10-19,Sở Y tế Tỉnh Bến Tre,GPP,2023-09-08,08/09/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","194/21, đường Bạch Đằng",Phường 24,Bình Thạnh,Ds. Bùi Hùng Cường,2023-05-08,Sở Y tế TP.HCM,GPP,2023-10-04,04/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","149A, Gò Dưa",Phường Tam Bình,TP. Thủ Đức,Ds. Nguyễn Thị Kim Ngân,2023-07-26,Sở Y tế TP.HCM,GPP,2024-02-02,02/02/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","481, Hồ Học Lãm, Khu phố 2",Phường An Lạc,Bình Tân,Ds. Trương Việt Cường,2020-04-08,Sở Y tế TP.HCM,GPP,2023-01-18,18/01/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","229, Bông Sao",Phường 05,Quận 8,,2015-12-29,Sở Y tế Tỉnh Gia Lai,GPP,2023-08-29,29/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","79/6A, Nguyễn Thị Kiểu, Tổ 13, Khu phố 4",Phường Tân Thới Hiệp,Quận 12,Ds. Trương Việt Cường,2022-04-28,Sở Y tế TP.HCM,GPP,2023-04-26,26/04/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","280, Tân Hương",Phường Tân Quý,Tân Phú,Ds. Nguyễn Trần Công Huân,2019-05-23,Sở Y tế TP.HCM,GPP,2023-06-08,08/06/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","4527, Nguyễn Cửu Phú",Phường Tân Tạo A,Bình Tân,Ds. Nguyễn Huy Hùng,2022-02-25,Sở Y tế TP.HCM,GPP,2022-05-11,11/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","47, Nguyễn Duy",Phường 09,Quận 8,Ds Lê Thị Minh Thảo,2014-04-02,Sở Y tế TP.HCM,GPP,2020-07-24,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","9E2, Đặng Công Bỉnh, Ấp 5",Xã Xuân Thới Sơn,Hóc Môn,,2022-10-21,Sở Y tế Tỉnh Đồng Tháp,GPP,2023-03-20,20/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","83/6H, Võ Thị Hồi, Ấp Xuân Thới Đông 3",Xã Xuân Thới Đông,Hóc Môn,Ds. Trần Minh Trí,2023-06-19,Sở Y tế TP.HCM,GPP,2023-10-25,25/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","83, Liên khu 16-18, khu phố 18",Phường Bình Trị Đông,Bình Tân,Ds Trần Minh Trí,2013-08-08,Sở Y tế TP.HCM,GPP,2023-10-04,04/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 232, đường Bưng Ông Thoàn, khu phố 3",Phường Tăng Nhơn Phú B,TP. Thủ Đức,Ds. Trương Việt Cường,2023-03-28,Sở Y tế TP.HCM,GPP,2024-01-05,05/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1231/11, Tỉnh lộ 43, khu phố 2",Phường Bình Chiểu,TP. Thủ Đức,Ds. Trần Minh Trí,2020-12-21,Sở Y tế TP.HCM,GPP,2022-03-07,07/03/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","F9/14A, Phạm Thị Nghĩ, ấp 4",Xã Vĩnh Lộc A,Bình Chánh,Ds. Bùi Thanh Nguyệt,2022-09-30,Sở Y tế TP.HCM,GPP,2022-12-08,08/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","280/23, Bùi Hữu Nghĩa",Phường 02,Bình Thạnh,Ds. Nguyễn Thị Ngọc Diễm,2019-10-24,Sở Y tế TP.HCM,GPP,2024-02-06,06/02/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","277, Nguyễn Văn Khối",Phường 08,Gò Vấp,Ds. Nguyễn Trần Công Huân,2022-09-30,Sở Y tế TP.HCM,GPP,2023-03-15,15/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1200, Huỳnh Tấn Phát",Phường Tân Phú,Quận 7,Ds. Nguyễn Thị Kim Ngân,2018-05-03,Sở Y tế TP.HCM,GPP,2018-07-20,20/07/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",219 Đường số 12,Phường Bình Hưng Hòa,Bình Tân,Ds. Trương Việt Cường,2020-07-24,Sở Y tế TP.HCM,GPP,2024-07-23,24/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 32, Quốc lộ 22, Ấp Bàu Tre 2",Xã Tân An Hội,Củ Chi,Ds. Nguyễn Trần Công Huân,2023-01-16,Sở Y tế TP.HCM,GPP,2023-04-26,26/04/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","46, Lê Văn Lương, Ấp 3",Xã Phước Kiển,Nhà Bè,Ds. Nguyễn Thị Kim Ngân,2018-06-27,Sở Y tế TP.HCM,GPP,2023-11-10,10/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","144, Nguyễn Hậu",Phường Tân Thành,Tân Phú,Ds Lê Thị Thu Hòa,2017-02-14,Sở Y tế TP.HCM,GPP,2023-08-18,18/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",737/35 Lạc Long Quân,Phường 10,Tân Bình,Ds Lê Thị Thu Hòa,2013-08-28,Sở Y tế TP.HCM,GPP,2024-07-12,13/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","99, Cây Keo",Phường Hiệp Tân,Tân Phú,,2016-05-11,Sở Y tế TP.HCM,GPP,2023-10-10,10/10/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","04, Trần Khắc Chân",Phường Tân Định,Quận 1,Ds Nguyễn Thị Kim Ngân,2014-10-17,Sở Y tế TP.HCM,GPP,2024-04-15,15/04/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","171, Nguyễn Văn Đậu",Phường 05,Bình Thạnh,Ds Trần Minh Trí,2015-04-15,Sở Y tế TP.HCM,GPP,2023-02-10,10/02/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 7A, đường số 45, khu phố 3",Phường An Khánh,TP. Thủ Đức,Ds. Nguyễn Huy Hùng,2019-10-24,Sở Y tế TP.HCM,GPP,2022-05-11,11/05/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","46, Bình Lợi",Phường 13,Bình Thạnh,Ds. Trương Việt Cường,2020-10-19,Sở Y tế TP.HCM,GPP,2024-02-05,05/02/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","13A, Bình Chiểu, Khu phố 3",Phường Bình Chiểu,TP. Thủ Đức,,2022-01-27,Sở Y tế Tỉnh Bình Dương,GPP,2023-03-06,06/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","88, Đường số 4",Phường 16,Gò Vấp,Ds. Trần Minh Trí,2023-05-26,Sở Y tế TP.HCM,GPP,2023-07-03,03/07/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 793, Trần Hưng Đạo",Phường 01,Quận 5,Ds. Lê Thị Minh Thảo,2023-06-08,Sở Y tế TP.HCM,GPP,2023-08-10,10/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","282, Cống Quỳnh",Phường Phạm Ngũ Lão,Quận 1,Ds. Nguyễn Thị Kim Ngân,2023-01-09,Sở Y tế TP.HCM,GPP,2023-08-11,11/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","18B, Nguyễn Thị Minh Khai",Phường Đa Kao,Quận 1,Ds Phạm Văn Sơn,2014-06-10,Sở Y tế TP.HCM,GPP,2023-01-11,11/01/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","2/19, Lê Văn Lương, Ấp 3",Xã Nhơn Đức,Nhà Bè,Ds Tô Văn Minh,2017-02-14,Sở Y tế TP.HCM,GPP,2023-02-10,10/02/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","38 Đường 23, khu phố 4",Phường Hiệp Bình Chánh,TP. Thủ Đức,,2020-08-21,Sở Y tế Tiền Giang,GPP,2024-08-14,15/08/2027
nhà thuốc,bán thuốc trừ vắc xin,"278, Hòa Bình",Phường Hiệp Tân,Tân Phú,,2013-07-10,Sở Y tế TP.HCM,GPP,2017-07-01,01/07/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","129, Lạc Long Quân",Phường 03,Quận 11,Ds Phạm Văn Sơn,2014-02-18,Sở Y tế TP.HCM,GPP,2023-08-29,29/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","73, Lê Trọng Tấn",Phường Sơn Kỳ,Tân Phú,Ds. Trương Việt Cường,2017-09-20,Sở Y tế TP.HCM,GPP,2022-12-21,21/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","722, Nguyễn Văn Quá, Tổ 16, Khu phố 1",Phường Đông Hưng Thuận,Quận 12,Ds Bùi Thanh Nguyệt,2013-08-07,Sở Y tế TP.HCM,GPP,2022-11-03,03/11/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","269, Nguyễn Thái Bình",Phường 04,Tân Bình,Ds. Thái Thanh Tú,2022-04-12,Sở Y tế TP.HCM,GPP,2022-06-29,29/06/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","105, Đường số 5, Khu phố 3",Phường Tân Tạo A,Bình Tân,Ds Lê Thị Minh Thảo,2014-07-22,Sở Y tế TP.HCM,GPP,2024-01-23,23/01/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","97 Nguyễn Thị Sẳng, Khu phố 3",Thị trấn Củ Chi,Củ Chi,Thái Thanh Tú,2022-01-08,Sở Y tế TP.HCM,GPP,2024-08-30,31/08/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 209, đường Liêu Bình Hương, Ấp Tân Thành",Xã Tân Thông Hội,Củ Chi,Ds. Nguyễn Thị Ngọc Diễm,2020-01-15,Sở Y tế TP.HCM,GPP,2022-12-01,01/12/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","A9/25, Nguyễn Hữu Trí, Khu phố 1",Thị trấn Tân Túc,Bình Chánh,Bùi Hùng Cường,2024-02-23,Sở Y tế TP.HCM,GPP,2024-04-09,09/04/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",273 Hồng Lạc,Phường 10,Tân Bình,Ds Trần Minh Trí,2014-08-05,Sở Y tế TP.HCM,GPP,2024-08-14,15/08/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","22, Nơ Trang Long",Phường 14,Bình Thạnh,Ds. Nguyễn Huy Hùng,2019-03-29,Sở Y tế TP.HCM,GPP,2023-02-20,20/02/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","163/25/1A, Tô Hiến Thành",Phường 13,Quận 10,Ds Tô Văn Minh,2017-01-10,Sở Y tế TP.HCM,GPP,2023-08-11,11/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","17/5D, đường Phan Văn Hớn, Ấp 7",Xã Xuân Thới Thượng,Hóc Môn,Ds. Trần Minh Trí,2016-07-07,Sở Y tế TP.HCM,GPP,2021-06-28,28/06/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 581, đường Nguyễn Xiển",Phường Long Thạnh Mỹ,TP. Thủ Đức,Ds Trần Thị Như Thủy,2016-10-10,Sở Y tế TP.HCM,GPP,2023-11-14,14/11/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","61A, Cống Lở",Phường 15,Tân Bình,Ds Nguyễn Thị Kim Ngân,2014-12-16,Sở Y tế TP.HCM,GPP,2023-03-06,06/03/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","27/21, Điện Biên Phủ",Phường 15,Bình Thạnh,Ds. Lê Thị Minh Thảo,2017-10-05,Sở Y tế TP.HCM,GPP,2023-11-03,03/11/2026
